userId,Animal,Science,Sport,Book,Beauty,Play,History,Sea,Craft,Art,Car,Electronics,Game,Sightseeing,Plant,African,Health,Middle Eastern,Alcohol,Fancy,Drink,Australian,Asian,Fast Food,European,SeaFood,Latin American,American,Sweet
11,0.0,8.0,9.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,13.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0,0.0,1.0
12,2.0,1.0,0.0,0.0,51.0,34.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,4.0,11.0,0.0,38.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,56.0,6.0
13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0
14,0.0,0.0,3.0,0.0,58.0,3.0,0.0,0.0,0.0,3.0,0.0,220.0,1.0,1.0,4.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,16.0,0.0,3.0,7.0,0.0
15,2.0,0.0,4.0,0.0,38.0,8.0,0.0,0.0,0.0,24.0,7.0,9.0,16.0,14.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,16.0,1.0,4.0,3.0,1.0
16,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,3.0,4.0,0.0
17,0.0,4.0,15.0,0.0,7.0,0.0,0.0,0.0,2.0,18.0,15.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0,0.0,2.0,7.0,2.0
18,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,21.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,11.0,3.0,1.0
19,1.0,0.0,8.0,1.0,26.0,5.0,0.0,0.0,0.0,11.0,12.0,7.0,8.0,12.0,13.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,14.0,9.0,0.0,9.0,17.0,13.0
20,1.0,1.0,5.0,0.0,46.0,8.0,0.0,0.0,2.0,25.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,7.0,0.0,5.0,6.0,8.0
21,0.0,0.0,2.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0
22,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,7.0,3.0,8.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,8.0,6.0,1.0,0.0,15.0,2.0,3.0
23,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,6.0,27.0,7.0,0.0,12.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0,4.0,22.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
25,0.0,0.0,8.0,0.0,14.0,9.0,0.0,1.0,0.0,14.0,36.0,73.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,5.0,5.0,0.0,10.0,30.0,21.0
26,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,10.0,2.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,9.0,0.0
27,1.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,3.0,40.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,1.0
28,0.0,0.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,8.0,5.0,0.0,1.0,8.0,2.0
29,1.0,1.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,13.0,5.0,2.0,0.0,5.0,9.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,19.0,6.0,0.0,1.0,9.0,1.0
30,0.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,28.0,26.0,3.0,1.0,3.0,7.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,4.0,6.0,0.0,2.0,17.0,1.0
31,0.0,1.0,0.0,0.0,39.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,8.0,0.0
32,0.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,9.0,4.0,5.0,19.0,0.0
33,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,1.0
34,0.0,2.0,2.0,0.0,22.0,8.0,0.0,0.0,0.0,18.0,30.0,2.0,0.0,30.0,3.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,7.0,6.0,1.0,8.0,23.0,7.0
35,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,4.0,1.0
36,0.0,0.0,2.0,0.0,13.0,6.0,0.0,1.0,1.0,33.0,14.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,8.0,0.0
37,0.0,0.0,1.0,0.0,5.0,3.0,5.0,0.0,1.0,6.0,2.0,6.0,2.0,4.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,9.0,42.0,1.0
38,0.0,0.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,8.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,4.0,4.0
39,2.0,0.0,4.0,0.0,16.0,4.0,0.0,0.0,0.0,27.0,9.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0,7.0,0.0
40,0.0,1.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,9.0,7.0,6.0,2.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,2.0,4.0,6.0,0.0,3.0,25.0,0.0
41,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,1.0
42,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0
43,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,29.0,3.0,0.0,8.0,11.0,7.0
44,0.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0
45,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,42.0,2.0
46,0.0,0.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,12.0,47.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0
47,1.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,21.0,10.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,6.0,4.0,0.0
48,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,5.0,0.0,8.0,3.0,10.0
49,0.0,0.0,2.0,1.0,12.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0
50,1.0,2.0,4.0,0.0,2.0,16.0,1.0,0.0,0.0,15.0,0.0,2.0,1.0,12.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,23.0,13.0,5.0,1.0,6.0,6.0,7.0
51,1.0,1.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,35.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,6.0,0.0,3.0,2.0,7.0
52,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,8.0,1.0,6.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0
53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
54,0.0,2.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,12.0,0.0,2.0,3.0,1.0
55,1.0,0.0,4.0,0.0,9.0,5.0,0.0,0.0,0.0,11.0,19.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,5.0,2.0,0.0,4.0,1.0,3.0
56,6.0,1.0,8.0,0.0,7.0,5.0,1.0,1.0,0.0,38.0,26.0,29.0,2.0,12.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,4.0,12.0,1.0,14.0,14.0,10.0
57,0.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,13.0,30.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
58,5.0,0.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,8.0,0.0
59,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,0.0,11.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,4.0,2.0
60,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
61,1.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,17.0,7.0
62,1.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,3.0,17.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,8.0,2.0,0.0,14.0,3.0,3.0
63,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,16.0,12.0,7.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,9.0,1.0
64,6.0,0.0,2.0,0.0,10.0,2.0,1.0,0.0,5.0,20.0,16.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,3.0,6.0,6.0,3.0,0.0,3.0,1.0,4.0
65,0.0,0.0,74.0,0.0,10.0,6.0,0.0,0.0,1.0,17.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,13.0,0.0,4.0,5.0,6.0
66,0.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,2.0,0.0,1.0
67,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,40.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0
68,0.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,8.0,5.0,5.0,1.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0
69,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,15.0,20.0
70,0.0,5.0,4.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,4.0,33.0,4.0
71,0.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,15.0,0.0
72,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,13.0,0.0
73,0.0,10.0,3.0,0.0,8.0,5.0,0.0,0.0,3.0,5.0,0.0,8.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,11.0,2.0
74,0.0,2.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,11.0,12.0
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
76,1.0,0.0,2.0,1.0,6.0,11.0,0.0,0.0,0.0,17.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0
77,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,10.0,57.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,2.0
78,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,26.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,15.0,9.0
79,0.0,0.0,4.0,0.0,0.0,5.0,31.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,42.0,5.0,0.0,1.0,0.0,1.0
80,0.0,2.0,5.0,0.0,20.0,6.0,0.0,0.0,1.0,5.0,8.0,13.0,2.0,23.0,6.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,6.0,5.0,7.0,0.0,12.0,39.0,2.0
81,1.0,0.0,2.0,0.0,18.0,15.0,0.0,1.0,0.0,6.0,1.0,26.0,3.0,38.0,7.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,21.0,7.0,0.0,3.0,57.0,4.0
82,0.0,7.0,22.0,0.0,41.0,53.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,18.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,7.0,2.0
83,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,4.0,9.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,10.0,5.0,0.0
84,1.0,2.0,34.0,11.0,40.0,20.0,7.0,0.0,0.0,195.0,14.0,23.0,35.0,54.0,6.0,0.0,8.0,2.0,3.0,4.0,1.0,0.0,43.0,19.0,36.0,0.0,12.0,42.0,56.0
85,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,17.0,2.0,0.0,19.0,52.0,3.0
86,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,21.0,2.0,0.0,1.0,0.0,1.0
87,1.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,20.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,4.0,7.0,0.0,5.0,7.0,2.0
88,1.0,0.0,12.0,0.0,9.0,7.0,6.0,0.0,0.0,95.0,0.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
89,3.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,54.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,5.0,0.0,1.0,3.0,6.0
90,1.0,0.0,20.0,2.0,102.0,13.0,2.0,0.0,0.0,71.0,82.0,2.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,10.0,13.0,8.0,8.0,7.0,2.0
91,0.0,5.0,1.0,0.0,20.0,25.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,15.0,8.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,4.0,6.0,10.0,0.0,11.0,17.0,5.0
92,4.0,0.0,4.0,0.0,7.0,4.0,0.0,1.0,1.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0
93,0.0,3.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,13.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,8.0,0.0,0.0,41.0,0.0
94,0.0,0.0,1.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,23.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,5.0,1.0
95,0.0,3.0,0.0,0.0,5.0,7.0,0.0,0.0,15.0,9.0,0.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,19.0,22.0,9.0
96,0.0,0.0,0.0,1.0,3.0,4.0,30.0,0.0,1.0,5.0,0.0,39.0,1.0,56.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0
97,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,35.0,1.0
98,1.0,0.0,5.0,0.0,8.0,8.0,1.0,0.0,1.0,13.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,5.0,6.0,2.0
99,1.0,1.0,7.0,0.0,24.0,6.0,0.0,1.0,7.0,25.0,3.0,2.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,10.0,2.0,0.0,16.0,16.0,16.0
100,0.0,0.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,5.0,14.0,3.0,0.0,0.0,14.0,23.0,1.0,0.0,0.0,1.0,45.0,20.0,0.0,4.0,14.0,46.0
101,1.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,8.0,9.0,0.0,2.0,2.0,1.0
102,0.0,0.0,2.0,0.0,22.0,3.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,0.0,3.0,13.0,3.0
103,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,19.0,10.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,6.0,1.0,4.0
104,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,7.0,2.0,19.0
105,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,10.0,11.0,0.0
106,1.0,1.0,3.0,0.0,23.0,4.0,0.0,0.0,2.0,24.0,33.0,3.0,2.0,25.0,8.0,0.0,2.0,13.0,1.0,2.0,1.0,0.0,7.0,11.0,15.0,0.0,5.0,9.0,7.0
107,4.0,4.0,9.0,1.0,9.0,21.0,0.0,0.0,1.0,18.0,1.0,1.0,1.0,7.0,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,11.0,3.0
108,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,42.0,20.0,1.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,4.0
109,1.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,11.0,23.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,8.0,0.0,7.0,3.0,2.0
110,1.0,0.0,3.0,0.0,33.0,3.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,1.0,2.0,16.0,2.0
111,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,32.0,9.0,2.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,6.0,2.0
112,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,66.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,1.0,6.0
113,4.0,2.0,7.0,0.0,7.0,16.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,0.0,3.0,9.0,1.0
114,1.0,1.0,4.0,0.0,18.0,6.0,0.0,0.0,0.0,16.0,17.0,5.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,9.0,0.0,5.0,10.0,0.0
115,1.0,0.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,41.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,8.0,7.0,0.0,5.0,19.0,14.0
116,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,8.0,0.0
